date,station,mean_temp_c
1988-08-06,poolik,16.068924758136976
1988-08-07,poolik,10.857625296065981
1988-08-08,poolik,4.145640989002795
1988-08-09,poolik,8.302591246970586
1988-08-10,poolik,10.97724463234804
1988-08-11,poolik,13.865001777356323
1988-08-12,poolik,6.745263225666277
1988-08-13,poolik,10.765384466218268
1988-08-14,poolik,12.751404234435073
1988-08-15,poolik,13.495307343698345
1988-08-16,poolik,13.457880840079413
1988-08-17,poolik,16.932965234909435
1988-08-18,poolik,14.179719345639475
1988-08-19,poolik,9.113842476774998
1988-08-20,poolik,10.78431923949642
1988-08-21,poolik,13.558381780587387
1988-08-22,poolik,4.875763522172921
1988-08-23,poolik,2.5574631392191636
1988-08-24,poolik,7.87384469841804
1988-08-25,poolik,9.550897592627118
1988-08-26,poolik,12.602644206126646
1988-08-27,poolik,11.795785593461998
1988-08-28,poolik,7.638305563880749
1988-08-29,poolik,3.3992872707640656
1988-08-30,poolik,0.8238376837751795
1988-08-31,poolik,-2.8676589117921347
1988-09-01,poolik,-2.109510130878921
1988-09-02,poolik,4.6349376027770885
1988-09-03,poolik,7.864747664071152
1988-09-04,poolik,5.828480077482696
1988-09-05,poolik,2.97049038959
1988-09-06,poolik,2.1571469844475732
1988-09-07,poolik,5.4245498793301294
1988-09-08,poolik,7.614320121801313
1988-09-09,poolik,5.640185675339865
1988-09-10,poolik,5.267050763883685
1988-09-11,poolik,1.4563225485155415
1988-09-12,poolik,2.3442599007422626
1988-09-13,poolik,4.801963139941369
1988-09-14,poolik,5.713856485379084
1988-09-15,poolik,4.860570284116907
1988-09-16,poolik,8.065972396933587
1988-09-17,poolik,8.763653801504377
1988-09-18,poolik,7.105480627626444
1988-09-19,poolik,-0.0018973421832601534
1988-09-20,poolik,-1.4029403965609417
1988-09-21,poolik,-1.904106233820956
1988-09-22,poolik,0.011336475285532555
1988-09-23,poolik,0.5158986697610384
1988-09-24,poolik,1.019950108669578
1988-09-25,poolik,-0.0029170960403919755
1988-09-26,poolik,0.8002550009804694
1988-09-27,poolik,-0.05689653375542442
1988-09-28,poolik,1.231398578754196
1988-09-29,poolik,-0.3885957713978748
1988-09-30,poolik,-6.140310725908108
1988-10-01,poolik,0.15484397644308062
1988-10-02,poolik,-2.5058210770824174
1988-10-03,poolik,-3.681736666091885
1988-10-04,poolik,-6.9942525176208115
1988-10-05,poolik,-8.885315436044545
1988-10-06,poolik,-7.628088432723697
1988-10-07,poolik,-11.154799717685242
1988-10-08,poolik,-9.367290995561994
1988-10-09,poolik,-10.48870409149149
1988-10-10,poolik,-12.018779678564707
1988-10-11,poolik,-16.40333440674077
1988-10-12,poolik,-13.913849225988539
1988-10-13,poolik,-13.651127924452368
1988-10-14,poolik,-8.084662845602514
1988-10-15,poolik,-10.677791619896611
1988-10-16,poolik,-13.101587277291367
1988-10-17,poolik,-15.855168834443363
1988-10-18,poolik,-21.03527154269701
1988-10-19,poolik,-16.911401870637228
1988-10-20,poolik,-12.173879277848311
1988-10-21,poolik,-15.361002741528672
1988-10-22,poolik,-17.02426595915641
1988-10-23,poolik,-18.035172515245165
1988-10-24,poolik,-18.254800318474405
1988-10-25,poolik,-27.001427564894367
1988-10-26,poolik,-23.471333140189667
1988-10-27,poolik,-23.941594346939194
1988-10-28,poolik,-16.029466599109877
1988-10-29,poolik,-18.63858423757486
1988-10-30,poolik,-16.168386636630377
1988-10-31,poolik,-5.839693817727308
1988-11-01,poolik,-6.736933171053367
1988-11-02,poolik,-5.822478577413336
1988-11-03,poolik,-10.281010257732346
1988-11-04,poolik,-12.321354679189183
1988-11-05,poolik,-19.34736474864053
1988-11-06,poolik,-26.7759893592243
1988-11-07,poolik,-29.96927149651477
1988-11-08,poolik,-19.435428431571996
1988-11-09,poolik,-20.22836077682755
1988-11-10,poolik,-31.47836419934729
1988-11-11,poolik,-36.930899175810794
1988-11-12,poolik,-37.79866159395288
1988-11-13,poolik,-33.316523515148695
1988-11-14,poolik,-31.13780548383204
1988-11-15,poolik,-32.75594004585431
1988-11-16,poolik,-19.433945385535488
1988-11-17,poolik,-16.82693671461811
1988-11-18,poolik,-15.265469811948305
1988-11-19,poolik,-9.194514608886633
1988-11-20,poolik,-29.780272326428566
1988-11-21,poolik,-32.66634092021426
1988-11-22,poolik,-30.835787259204075
1988-11-23,poolik,-30.269339595315568
1988-11-24,poolik,-36.241591817470315
1988-11-25,poolik,-35.19708352857644
1988-11-26,poolik,-36.0024417070261
1988-11-27,poolik,-34.567223463403295
1988-11-28,poolik,-33.39807276368935
1988-11-29,poolik,-37.2869891813735
1988-11-30,poolik,-32.85826408111759
1988-12-01,poolik,-34.24266999522985
1988-12-02,poolik,-36.03487351732314
1988-12-03,poolik,-34.61378839175069
1988-12-04,poolik,-30.5740905171716
1988-12-05,poolik,-18.93123221102706
1988-12-06,poolik,-25.854017104660453
1988-12-07,poolik,-24.475761070395045
1988-12-08,poolik,-24.42095300419027
1988-12-09,poolik,-24.709252211310922
1988-12-10,poolik,-20.262424355441077
1988-12-11,poolik,-7.265224422946715
1988-12-12,poolik,-5.119635331162799
1988-12-13,poolik,-17.59212858199925
1988-12-14,poolik,-7.279638148702806
1988-12-15,poolik,0.2481699124586268
1988-12-16,poolik,0.06773764176541303
1988-12-17,poolik,-3.1556914092279986
1988-12-18,poolik,-5.378484364960059
1988-12-19,poolik,-3.332197700858767
1988-12-20,poolik,-6.610701618411152
1988-12-21,poolik,-13.839801345359426
1988-12-22,poolik,-13.153751680202998
1988-12-23,poolik,-18.431196154172824
1988-12-24,poolik,-22.427361616556013
1988-12-25,poolik,-7.320550580094967
1988-12-26,poolik,-5.996655941457138
1988-12-27,poolik,-0.9032055408736317
1988-12-28,poolik,-4.3732367191709995
1988-12-29,poolik,-5.673433111299444
1988-12-30,poolik,-11.951161363484907
1988-12-31,poolik,-5.8420706879716855
1989-01-01,poolik,-4.81546307938223
1989-01-02,poolik,-7.6547073730689785
1989-01-03,poolik,-14.316243877499256
1989-01-04,poolik,-13.802033637668574
1989-01-05,poolik,-6.412902660781098
1989-01-06,poolik,-1.5037033163498952
1989-01-07,poolik,-7.4987106444719025
1989-01-08,poolik,-10.9672803674111
1989-01-09,poolik,-12.725103585405916
1989-01-10,poolik,-21.456382088535324
1989-01-11,poolik,-27.293950665781082
1989-01-12,poolik,-29.314709328159907
1989-01-13,poolik,-29.185895890847565
1989-01-14,poolik,-29.933125909838907
1989-01-15,poolik,-31.104480512314794
1989-01-16,poolik,-32.65999853978668
1989-01-17,poolik,-31.859106729864155
1989-01-18,poolik,-34.976531018990535
1989-01-19,poolik,-33.962581937787036
1989-01-20,poolik,-32.41560168581686
1989-01-21,poolik,-36.43108566401121
1989-01-22,poolik,-33.762748129940945
1989-01-23,poolik,-34.752718606013424
1989-01-24,poolik,-43.2667743681624
1989-01-25,poolik,-47.55871694656036
1989-01-26,poolik,-52.7716170833772
1989-01-27,poolik,-46.79987613158269
1989-01-28,poolik,-41.39161180245496
1989-01-29,poolik,-30.61465099220925
1989-01-30,poolik,-31.609566907127668
1989-01-31,poolik,-21.55258286839594
1989-02-01,poolik,-15.253057090784257
1989-02-02,poolik,-4.3254964568500425
1989-02-03,poolik,-3.3008371626705553
1989-02-04,poolik,-3.436864425269507
1989-02-05,poolik,-7.641186767443002
1989-02-06,poolik,-4.02351866011627
1989-02-07,poolik,2.072241073256854
1989-02-08,poolik,0.9965309055678995
1989-02-09,poolik,-0.2718195899622541
1989-02-10,poolik,0.7711890158805903
1989-02-11,poolik,-4.660100842825811
1989-02-12,poolik,0.3136702250149175
1989-02-13,poolik,-7.147222274764
1989-02-14,poolik,0.5767235392895794
1989-02-15,poolik,-4.1459812999795655
1989-02-16,poolik,-1.463022963368568
1989-02-17,poolik,2.261806071769677
1989-02-18,poolik,-1.618510342420262
1989-02-19,poolik,0.35654791943167463
1989-02-20,poolik,-9.894451265051378
1989-02-21,poolik,-3.635681847174503
1989-02-22,poolik,-17.057438461863526
1989-02-23,poolik,-16.807218990882767
1989-02-24,poolik,-6.409012229050728
1989-02-25,poolik,-1.990283175849124
1989-02-26,poolik,-15.19563160973025
1989-02-27,poolik,-11.971010072095105
1989-02-28,poolik,-3.8324554001353706
1989-03-01,poolik,-6.057332189038818
1989-03-02,poolik,-25.918853327595823
1989-03-03,poolik,-29.892000461425404
1989-03-04,poolik,-19.12772777547835
1989-03-05,poolik,-17.82094688108078
1989-03-06,poolik,-22.514407745346134
1989-03-07,poolik,-27.612070027414173
1989-03-08,poolik,-22.3218522551519
1989-03-09,poolik,-10.406624036118204
1989-03-10,poolik,0.48747810935670555
1989-03-11,poolik,-2.382671833010102
1989-03-12,poolik,-1.8068515051189622
1989-03-13,poolik,-1.5855760621011374
1989-03-14,poolik,-8.119140656601267
1989-03-15,poolik,-10.908562364939344
1989-03-16,poolik,-13.058247071963926
1989-03-17,poolik,-23.987420050298688
1989-03-18,poolik,-27.442372194306696
1989-03-19,poolik,-27.35862902155624
1989-03-20,poolik,-24.672262092108806
1989-03-21,poolik,-25.290018668972195
1989-03-22,poolik,-25.197582650821673
1989-03-23,poolik,-21.497111661091825
1989-03-24,poolik,-18.44343368893232
1989-03-25,poolik,-13.752057861198985
1989-03-26,poolik,-10.294795546703062
1989-03-27,poolik,-8.079113590580956
1989-03-28,poolik,-13.693947725897498
1989-03-29,poolik,-14.649335040986315
1989-03-30,poolik,-14.706061049295826
1989-03-31,poolik,-14.09600761700902
1989-04-01,poolik,-16.810605372670267
1989-04-02,poolik,-17.99106219176436
1989-04-03,poolik,-13.951180989025978
1989-04-04,poolik,-7.040917477654533
1989-04-05,poolik,-15.260477235961229
1989-04-06,poolik,-3.730894307543446
1989-04-07,poolik,2.5759305692153243
1989-04-08,poolik,2.0391850548091583
1989-04-09,poolik,0.42958054792076683
1989-04-10,poolik,-5.25946137099133
1989-04-11,poolik,-3.468092801158736
1989-04-12,poolik,1.0075393875893128
1989-04-13,poolik,4.370372002739639
1989-04-14,poolik,2.875189125518363
1989-04-15,poolik,2.0186642871850746
1989-04-16,poolik,4.4837056253551415
1989-04-17,poolik,-1.2460907247005002
1989-04-18,poolik,-8.098439703200457
1989-04-19,poolik,-12.507110167667719
1989-04-20,poolik,-12.791674452077505
1989-04-21,poolik,-4.579071118069355
1989-04-22,poolik,-9.064738053751652
1989-04-23,poolik,-13.512576831748135
1989-04-24,poolik,0.5214925216569524
1989-04-25,poolik,-8.239446867669892
1989-04-26,poolik,-11.508683605073132
1989-04-27,poolik,-12.500228104348981
1989-04-28,poolik,-10.453109853458571
1989-04-29,poolik,-0.5937601568842548
1989-04-30,poolik,-1.6971843417359471
1989-05-01,poolik,0.2662306090821226
1989-05-02,poolik,2.2236691075900143
1989-05-03,poolik,3.7179765209543474
1989-05-04,poolik,1.3191994415149466
1989-05-05,poolik,0.08246382242084249
1989-05-06,poolik,-3.7133510920243102
1989-05-07,poolik,-4.246123567628039
1989-05-08,poolik,-8.363257494858491
1989-05-09,poolik,-10.051768428501518
1989-05-10,poolik,-15.238749544412558
1989-05-11,poolik,-15.034064398489388
1989-05-12,poolik,-13.120355176034707
1989-05-13,poolik,-2.5134049837262693
1989-05-14,poolik,-2.961375903334896
1989-05-15,poolik,-11.005500591259205
1989-05-16,poolik,-7.711387638657648
1989-05-17,poolik,-2.103081212524505
1989-05-18,poolik,1.8629771872593799
1989-05-19,poolik,2.825088588944244
1989-05-20,poolik,2.797454769710955
1989-05-21,poolik,7.643775691745312
1989-05-22,poolik,4.589495306937844
1989-05-23,poolik,2.9700993932892548
1989-05-24,poolik,5.381340175832514
1989-05-25,poolik,4.556026705729791
1989-05-26,poolik,10.055635218423484
1989-05-27,poolik,9.286043077655155
1989-05-28,poolik,11.809769923868403
1989-05-29,poolik,12.015990551004789
1989-05-30,poolik,15.012973081820698
1989-05-31,poolik,9.32066971357974
